hearing_url,name,profile_url,affiliation,description
https://www.uscc.gov/hearings/assessment-ccps-economic-ambitions-plans-and-metrics-success,Sam Hoffman,https://www.uscc.gov/sites/default/files/2021-04/Sam_Hoffman_Bio.pdf,"Samantha Hoffman, Ph","Senior Analyst, Australian Strategic Policy Institute Cyber Center Dr. Samantha Hoffman is a Senior Analyst with ASPI’s International Cyber Policy Centre. In 2018, she was a Visiting Fellow at the MERICS in Berlin. She also worked as a consultant for the IISS (2012-2018) and IHS Markit (2012-2017). Her research explores the domestic and global implications of the Chinese Communist Party’s approach to state security. The research offers new ways of thinking about how to understand and respond to China’s technology-enhanced political and social control efforts. Dr. Hoffman holds a PhD in Politics and International Relations from the University of Nottingham (2017), and an MSc in Modern Chinese Studies from the University of Oxford (2011), and BA degrees in International Affairs and East Asian Languages & Cultures from the Florida State University (2010). She written for Foreign Policy, The Hill, War on the Rocks, The National Interest, China Brief, Forbes, and Jane’s Intelligence Review. She has been widely quoted in the media on China’s security state and politics, including The New York Times, The Economist, BBC, ABC (Australia), Foreign Policy, Wall Street Journal, The Washington Post, Financial Times, Science Magazine, and WIRED. Dr. Hoffman has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Andrea Kendall-Taylor,https://www.uscc.gov/sites/default/files/2025-02/Andrea_Kendall-Taylor_Bio.pdf,Dr,"Senior Fellow and Director of Transatlantic Security Program, Center for a New American Security Andrea Kendall-Taylor is a Senior Fellow and Director of the Transatlantic Security Program at the Center for a New American Security (CNAS). She works on national security challenges facing the United States and Europe, focusing on Russia, the state of the Transatlantic alliance, and threats to democracy. From 2015 to 2018, she was Deputy National Intelligence Officer for Russia and Eurasia at the National Intelligence Council (NIC). Prior to joining the NIC, Andrea was a senior analyst at the Central Intelligence Agency. Outside of CNAS, Andrea has been a CNN National Security Analyst and is a Distinguished Practitioner in Grand Strategy at Yale University’s Jackson School of Global Affairs and an adjunct professor at Georgetown University’s School of Foreign Service. She received her B.A. in politics from Princeton University and her Ph.D. in political science from the University of California, Los Angeles. Dr. Kendall-Taylor previously testified before the Commission in a 2019 hearing on “An Emerging China-Russia Axis? Implications for the United States in an Era of Strategic Competition.”"
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Christopher Walker,https://www.uscc.gov/sites/default/files/2025-02/Christopher_Walker_Bio.pdf,"Vice President for Studies and Analysis, National Endowment for Democracy Christopher Walker is Vice President for Studies and Analysis at the National Endowment for Democracy","Vice President for Studies and Analysis, National Endowment for Democracy Christopher Walker is Vice President for Studies and Analysis at the National Endowment for Democracy. Walker oversees the multidimensional department that is responsible for NED’s analytical and thought leadership efforts, which pursues its goals through several interrelated initiatives: the leading edge work of the International Forum for Democratic Studies, which uses an interdisciplinary approach to map and explore critical themes relating to democratic development; the Journal of Democracy, the world’s leading publication on the theory and practice of democracy; the Reagan-Fascell fellowship program for international democracy activists, media professionals, and scholars; and the Center for International Media Assistance that is dedicated to improving efforts to promote media in emerging democracies and developing economies around the world. Prior to joining the NED, Walker was Vice President for Strategy and Analysis at Freedom House. Walker has testified before legislative committees in the U.S. and abroad, appears frequently in the media, and regularly conducts briefings on critical issues relating to democratic development. He has been at the forefront of thought leadership on modern authoritarian influence on open political systems, including through the exertion of sharp power, a concept he and his colleagues developed. His articles have appeared in numerous publications, including the Financial Times, Wall Street Journal, Washington Post, Foreign Affairs, Foreign Policy, and the Journal of Democracy. He is co-editor of Authoritarianism Goes Global: The Challenge to Democracy (2016); and Sharp Power: Rising Authoritarian Influence (2017). He is a co-editor of the book Defending Democracy in an Age of Sharp Power (2023). Mr. Walker previously testified before the Commission during a 2018 hearing on “China’s Relations with U.S. Allies and Partners in Europe and the Asia Pacific.”"
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Christopher Chivvis,https://www.uscc.gov/sites/default/files/2025-02/Christopher_Chivvis_Bio.pdf,Dr,"Senior Fellow and Director of the American Statecraft Program, Carnegie Endowment for International Peace Chris Chivvis is a senior fellow and director of the American Statecraft Program at the Carnegie Endowment for International Peace. He has more than two decades of experience working on U.S. foreign policy and national security challenges.  He most recently served as the U.S. national intelligence officer for Europe. At Carnegie, Chivvis leads policy-focused research aimed at developing realistic U.S. strategy for an era of great power competition and building a foreign policy that serves the needs of the American people. Chivvis’ experience with U.S. foreign policy spans government, academia, and the think tank world. Before joining the National Intelligence Council, he was the deputy head of the RAND Corporation’s international security program and worked in the Defense Department. He also has held positions at multiple universities and think tanks in the United States and Europe. Chivvis is also the author of three scholarly books and several monographs and articles. His commentary has appeared in the New York Times, Foreign Affairs, Foreign Policy, the National Interest, National Public Radio, and several other outlets. Chris holds a PhD from Johns Hopkins, where he teaches courses on international history and U.S. foreign policy. Dr. Chivvis has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Kimberly Donovan,https://www.uscc.gov/sites/default/files/2025-02/Kimberly_Donovan_Bio.pdf,"Director of the Economic Statecraft Initiative, Atlantic Council Kimberly Donovan is the director of the Economic Statecraft Initiative within the Atlantic Council’s GeoEconomics Center","Director of the Economic Statecraft Initiative, Atlantic Council Kimberly Donovan is the director of the Economic Statecraft Initiative within the Atlantic Council’s GeoEconomics Center. She is an expert in US national security, AML/CFT, sanctions programs, and regulatory actions. Prior to joining the Council, Donovan served in senior roles in the federal government, most recently as the head of Intelligence at FinCEN. She also served on the White House National Security Council as a director for counterterrorism, in Treasury’s Office of Terrorism and Financial Intelligence, and in the US Intelligence Community. In these roles, Donovan developed national strategies to combat terrorism using the full range of US economic tools, advised senior policymakers on national security challenges, and collaborated with foreign partners to advance shared foreign-policy objectives. Donovan holds a master of arts from the School of International Service at American University and a bachelor of arts from the University of Vermont. Ms. Donovan has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Elina Ribakova,https://www.uscc.gov/sites/default/files/2025-02/Elina_Ribakova_Bio.pdf,"Nonresident Senior Fellow, Peterson Institute for International Economics Elina Ribakova has been a nonresident senior fellow at the Peterson Institute for International Economics since April 2023","Nonresident Senior Fellow, Peterson Institute for International Economics Elina Ribakova has been a nonresident senior fellow at the Peterson Institute for International Economics since April 2023. She is also a nonresident fellow at Bruegel and a director of the International Affairs Program and vice president for foreign policy at the Kyiv School of Economics. Her research focuses on global markets, economic statecraft, and economic sovereignty. She has been a senior adjunct fellow at the Center for a New American Security (2020–23) and a research fellow at the London School of Economics (2015–17). Ribakova has over 25 years of experience with financial markets and research. She has held several senior level roles, including deputy chief economist at the Institute of International Finance in Washington, managing director and head of Europe, Middle East and Africa (EMEA) Research at Deutsche Bank in London, leadership positions at Amundi (Pioneer) Asset Management, and director and chief economist for Russia and the Commonwealth for Independent States (CIS) at Citigroup. Prior to that, Ribakova was an economist at the International Monetary Fund in Washington (1999–2008) working on financial stability, macroeconomic policy design for commodity-exporting countries, and fiscal policy. Ribakova holds a master of science degree in economics from the University of Warwick (1999), where she was awarded the Shiv Nath prize for outstanding academic performance, and a master of science degree in data science from the University of Virginia (May 2023). Ms. Ribakova has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Anthony Ruggiero,https://www.uscc.gov/sites/default/files/2025-02/Anthony_Ruggiero_Bio.pdf,"Senior Adjunct Fellow, Foundation for Defense of Democracies Anthony Ruggiero is senior adjunct fellow with FDD’s Nonproliferation and Biodefense Program, which he previously led as a senior director and senior fellow","Senior Adjunct Fellow, Foundation for Defense of Democracies Anthony Ruggiero is senior adjunct fellow with FDD’s Nonproliferation and Biodefense Program, which he previously led as a senior director and senior fellow. Anthony’s broad experience in the fields of counterproliferation and nonproliferation spans more than 21 years, including more than 19 years in the United States Government in both Democratic and Republican administrations. Prior to rejoining FDD, he was Deputy Assistant to the President for National Security Affairs and National Security Council (NSC) Senior Director for Counterproliferation and Biodefense. Anthony advised the President, National Security Advisor, Deputy National Security Advisor, and White House leadership on a wide range of issues, including counterproliferation, weapons of mass destruction terrorism, non-proliferation, export controls, conventional arms transfers, biodefense, arms control, chemical weapons use in Syria, proliferation issues in Iran and the Democratic People’s Republic of Korea (DPRK), Ebola outbreaks in Africa, and the COVID-19 pandemic and investigation into COVID-19 origins.  Before being promoted to Senior Director for Counterproliferation and Biodefense, Anthony served as the NSC Director for North Korea. Anthony’s research has been cited by Vanity Fair, The Washington Post, The Wall Street Journal, CNN, Fox News, Politico, and the New York Post. His work has been published in Foreign Policy, The Hill, Newsweek, the Washington Examiner, and The National Interest. Before joining the White House, Anthony was a Senior Fellow at FDD where he testified before the U.S. Senate and House of Representatives and appeared on NPR, CNN, C-Span, CBS News, ABC News, and Fox News.  His work was published by Politico, USA Today, The Hill, and other outlets; and cited by various news outlets, including the Associated Press, Reuters, The New York Times, CNN, The Los Angeles Times, The Wall Street Journal, Voice of America, and The Washington Post. Mr. Ruggiero has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Elizabeth Wishnick,https://www.uscc.gov/sites/default/files/2025-02/Elizabeth_Wishnick_Bio.pdf,Dr,"Senior Research Scientist, Center for Naval Analyses Elizabeth Wishnick is a Senior Research Scientist in the China and Indo-Pacific Security Affairs Division at the Center for Naval Analyses and a Senior Research Scholar at the Weatherhead East Asian Institute at Columbia University. She was a tenured professor of Political Science at Montclair State University from 2005-2024. Dr. Wishnick has dual regional expertise on China and Russia and is an expert on Chinese foreign policy, Sino-Russian relations, Northeast Asian and Central Asian security, and Arctic geopolitics. Her book project, China’s Risk: Energy, Water, Food and Regional Security (forthcoming Columbia University Press) addresses the security consequences of energy, water and food risks in China for its Eurasian neighbors, a topic she explores in a related policy blog, www.chinasresourcerisks.com, now on Substack as China’s Resource Risks. Dr. Wishnick is a two-time Fulbright scholar (Global Award for China, Russia, and Kazakhstan 2018-22; and Fulbright Research and Teaching Award for Hong Kong 2002-03). She received a PhD in Political Science from Columbia University, an MA in Russian and East European Studies from Yale University, and a BA from Barnard College. She speaks Mandarin, Russian, and French. Dr. Wishnick has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Jemima Baar,https://www.uscc.gov/sites/default/files/2025-02/Jemima_Baar_Bio.pdf,Independent Researcher Jemima Baar is an independent researcher specializing in China’s international security partnerships,"Independent Researcher Jemima Baar is an independent researcher specializing in China’s international security partnerships. She has been a research fellow at the Foreign Military Studies Office, part of the U.S. Army’s Training and Doctrine Command G-2, a research intern at the Council on Foreign Relations, and a research assistant at the University of Cambridge’s Centre for Geopolitics. She holds a bachelor’s degree in Theology, Religion, and Philosophy of Religion from the University of Cambridge, a master’s degree in International Affairs from Columbia University, where she was an International Fellow, and has studied Chinese at Peking University. Ms. Baar has published in War on the Rocks, the Jamestown Foundation’s China Brief, Asian Affairs, and the International Journal of Asian Christianity. Ms. Baar has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Jake Rinaldi,https://www.uscc.gov/sites/default/files/2025-02/Jake_Rinaldi_Bio.pdf,Dr,"Researcher, U.S. Army War College China Landpower Studies Center Dr. Jake Rinaldi is a defense analyst in the China Landpower Studies Center within the Strategic Studies Institute at the U.S. Army War College. His research expertise encompasses Chinese foreign and security policy, U.S.-China relations, China-North Korea relations, and strategic developments in the Indo-Pacific region. Before joining SSI, Dr. Rinaldi gained valuable research experience at the Center for the Study of Chinese Military Affairs at the National Defense University. Dr. Rinaldi holds a Ph.D. and M.Phil. from the University of Cambridge, where he was a Herchel Smith Fellow. His doctoral dissertation examined China-North Korea military relations, and his M.Phil. focused on China’s nuclear forces. He graduated summa cum laude from Williams College with a B.A. in Chinese Studies and International Relations. Additionally, he was awarded the Presidential Management Fellowship. Dr. Rinaldi is fluent in Chinese and proficient in Italian. Dr. Rinaldi has not previously testified before the Commission."
https://www.uscc.gov/hearings/axis-autocracy-chinas-relations-russia-iran-and-north-korea,Sheena Chestnut Greitens,https://www.uscc.gov/sites/default/files/2025-02/Sheena_Chestnut_Greitens_Bio.pdf,Dr,"Associate Professor, University of Texas Austin Sheena Chestnut Greitens is Associate Professor at the LBJ School of Public Affairs at the University of Texas at Austin, where she directs UT's Asia Policy Program and serves as editor- in-chief of the Texas National Security Review.  Dr. Chestnut Greitens currently serves as Visiting Associate Professor in Indo-Pacific Security at the U.S. Army War College's Strategic Studies Institute (China Landpower Studies Center), and is a Nonresident Scholar with the Asia Program at the Carnegie Endowment for International Peace. Dr. Chestnut Greitens' research and writing focus on security and authoritarian politics in East Asia. She is currently finishing a book on how internal security shapes Chinese grand strategy. She is the author of two previous books, Politics of the North Korean Diaspora (Cambridge 2023) and Dictators and Their Secret Police (Cambridge, 2016), which won multiple academic awards, and publishes widely in academic, policy, and media outlets.  She previously served on the faculty at the University of Missouri (2015-2020), where she was the founding co-director of MU's Institute for Korean Studies. Chestnut Greitens received her PhD from Harvard University; an MPhil from Oxford University, where she studied as a Marshall Scholar; and a B.A. with honors from Stanford University. Dr. Greitens last testified before the Commission in 2022 for the Commission’s hearing on ""Challenges from Chinese Policy in 2022: Zero-COVID, Ukraine, and Pacific Diplomacy."""
https://www.uscc.gov/hearings/ccp-decision-making-and-20th-party-congress,Joseph Fewsmith,https://www.uscc.gov/sites/default/files/2022-01/Joseph_Fewsmith_Bio.pdf,"Professor of International Relations and Political Science, Boston University Joseph Fewsmith is Professor of International Relations and Political Science at the Boston University Pardee School","Professor of International Relations and Political Science, Boston University Joseph Fewsmith is Professor of International Relations and Political Science at the Boston University Pardee School. He is the author or editor of nine books, including, most recently, Rethinking Chinese Politics (June 2021). Other works include The Logic and Limits of Political Reform in China (January 2013), China since Tiananmen (2001, 2nd edition, 2008), From 2002-2015 he served as one of the seven regular contributors to the China Leadership Monitor, a quarterly web publication analyzing current developments in China. Prior to the pandemic, Fewsmith traveled to China regularly and was active in the Association for Asian Studies. His articles have appeared in such journals as The China Quarterly, The Journal of Contemporary China, Asian Survey, The China Journal, Current History, and Problems of Communism, and Modern China. He is an associate of the John King Fairbank Center for East Asian Studies at Harvard University and the Pardee Center for the Study of the Longer Range Future at Boston University. Professor Fewsmith’s areas of expertise include comparative politics as well as Chinese domestic politics and foreign policy. Dr. Fewsmith previously testified before the Commission in May 2014."
https://www.uscc.gov/hearings/ccp-decision-making-and-20th-party-congress,Jessica Teets,https://www.uscc.gov/sites/default/files/2022-01/Jessica_Teets_Bio.pdf,"Associate Professor, Middlebury College Jessica C","Associate Professor, Middlebury College Jessica C. Teets is an Associate Professor at Middlebury College, and Associate Editor of the Journal of Chinese Political Science.  Her research focuses on governance in authoritarian regimes, especially the role of civic participation.  She is the author of Civil Society Under Authoritarianism: The China Model (Cambridge University Press, 2014) and editor (with William Hurst) of Local Governance Innovation in China: Experimentation, Diffusion, and Defiance (Routledge Contemporary China Series, 2014), in addition to articles published in The China Quarterly, World Politics, Governance, and the Journal of Contemporary China.  Dr. Teets is currently working on a new book manuscript (with Gao Xiang) on local governance under Xi Jinping, and a forthcoming edited volume developing a theory of how to lobby dictators (with Max Grömping). Dr. Teets has not previously testified before the Commission."
